Пользователь: Williams Miss. Linda Rodriguez, женского пола, ('67',) лет совершила покупку на ('1171',) y.e.с планшетного браузера ('Safari',). Регион, из которого совершилась покупка: Los Angeles: CA
Пользователь: Vance Miss. Laura Cannon, женского пола, ('54',) лет совершила покупку на ('299',) y.e.с планшетного браузера ('Safari',). Регион, из которого совершилась покупка: Philadelphia: PA
Пользователь: Ortega Miss. Shelby Evans, женского пола, ('62',) лет совершила покупку на ('263',) y.e.с планшетного браузера ('Safari',). Регион, из которого совершилась покупка: Chicago: IL
Пользователь: Rich Mr. Marco Anderson, женского пола, ('56',) лет совершила покупку на ('347',) y.e.с планшетного браузера ('Edge',). Регион, из которого совершилась покупка: Chicago: IL
Пользователь: Wilkinson Mr. Sean Thomas, женского пола, ('50',) лет совершила покупку на ('1368',) y.e.с планшетного браузера ('Firefox',). Регион, из которого совершилась покупка: Phoenix: AZ
Пользователь: Sloan Miss. Amber Le, женского пола, ('23',) лет совершила покупку на ('1386',) y.e.с планшетного браузера ('Edge',). Регион, из которого совершилась покупка: Houston: TX
Пользователь: Davenport Mr. Jonathan Davis, женского пола, ('69',) лет совершила покупку на ('191',) y.e.с планшетного браузера ('Chrome',). Регион, из которого совершилась покупка: Chicago: IL
Пользователь: Weber Miss. Susan Mcdonald, женского пола, ('42',) лет совершила покупку на ('1319',) y.e.с планшетного браузера ('Safari',). Регион, из которого совершилась покупка: St Louis: MO
Пользователь: Rodriguez Miss. Stacey Soto, женского пола, ('48',) лет совершила покупку на ('1143',) y.e.с планшетного браузера ('Chrome',). Регион, из которого совершилась покупка: Philadelphia: PA
Пользователь: Boyd Miss. Emily Griffin, женского пола, ('32',) лет совершила покупку на ('1043',) y.e.с планшетного браузера ('Chrome',). Регион, из которого совершилась покупка: San Diego: CA
Пользователь: Allison Miss. Cindy Levy, женского пола, ('45',) лет совершила покупку на ('1856',) y.e.с планшетного браузера ('Firefox',). Регион, из которого совершилась покупка: Chicago: IL
Пользователь: Sanchez Mr. Peter Kelly, женского пола, ('48',) лет совершила покупку на ('1983',) y.e.с планшетного браузера ('Edge',). Регион, из которого совершилась покупка: San Jose: CA
Пользователь: Smith Miss. Tiffany Byrd, женского пола, ('44',) лет совершила покупку на ('1936',) y.e.с планшетного браузера ('Firefox',). Регион, из которого совершилась покупка: Dallas: TX
Пользователь: Moss Mr. Chad Salazar, женского пола, ('51',) лет совершила покупку на ('707',) y.e.с планшетного браузера ('Firefox',). Регион, из которого совершилась покупка: Los Angeles: CA
Пользователь: Garcia Miss. Samantha Maldonado, женского пола, ('41',) лет совершила покупку на ('687',) y.e.с планшетного браузера ('Opera',). Регион, из которого совершилась покупка: St Louis: MO
Пользователь: Drake Miss. Elizabeth Richards, женского пола, ('25',) лет совершила покупку на ('246',) y.e.с планшетного браузера ('Firefox',). Регион, из которого совершилась покупка: New York: NY
Пользователь: Williams Miss. Jessica Murray, женского пола, ('18',) лет совершила покупку на ('1011',) y.e.с планшетного браузера ('Chrome',). Регион, из которого совершилась покупка: Philadelphia: PA
Пользователь: Johnson Mr. Brett Crawford, женского пола, ('34',) лет совершила покупку на ('1637',) y.e.с планшетного браузера ('Edge',). Регион, из которого совершилась покупка: Dallas: TX
Пользователь: Rodriguez Mr. Jesus Edwards, женского пола, ('56',) лет совершила покупку на ('1119',) y.e.с планшетного браузера ('Safari',). Регион, из которого совершилась покупка: St Louis: MO
Пользователь: Glass Miss. Emma Johnson, женского пола, ('67',) лет совершила покупку на ('861',) y.e.с планшетного браузера ('Opera',). Регион, из которого совершилась покупка: San Antonio: TX
Пользователь: Jones Miss. Marie Stewart, женского пола, ('42',) лет совершила покупку на ('1368',) y.e.с планшетного браузера ('Opera',). Регион, из которого совершилась покупка: New York: NY
Пользователь: Williams Miss. Linda Mcpherson, женского пола, ('63',) лет совершила покупку на ('1500',) y.e.с планшетного браузера ('Chrome',). Регион, из которого совершилась покупка: Philadelphia: PA
Пользователь: Lloyd Mr. Tanner Sanders, женского пола, ('55',) лет совершила покупку на ('564',) y.e.с планшетного браузера ('Chrome',). Регион, из которого совершилась покупка: Phoenix: AZ
Пользователь: Schwartz Mr. Robert Sims, женского пола, ('58',) лет совершила покупку на ('732',) y.e.с планшетного браузера ('Opera',). Регион, из которого совершилась покупка: Houston: TX
Пользователь: Malone Miss. Jordan Chavez, женского пола, ('28',) лет совершила покупку на ('1033',) y.e.с планшетного браузера ('Firefox',). Регион, из которого совершилась покупка: Phoenix: AZ
Пользователь: Carter Miss. Karen Underwood, женского пола, ('68',) лет совершила покупку на ('107',) y.e.с планшетного браузера ('Edge',). Регион, из которого совершилась покупка: Dallas: TX
Пользователь: Yates Mr. Jeremiah Ramirez, женского пола, ('51',) лет совершила покупку на ('1846',) y.e.с планшетного браузера ('Edge',). Регион, из которого совершилась покупка: Chicago: IL
Пользователь: Walker Miss. Lisa Marquez, женского пола, ('60',) лет совершила покупку на ('1806',) y.e.с планшетного браузера ('Safari',). Регион, из которого совершилась покупка: Los Angeles: CA
Пользователь: Norman Mr. Adam Moore, женского пола, ('35',) лет совершила покупку на ('312',) y.e.с планшетного браузера ('Safari',). Регион, из которого совершилась покупка: St Louis: MO
Пользователь: Gill Mr. Sean Reese, женского пола, ('26',) лет совершила покупку на ('1021',) y.e.с планшетного браузера ('Chrome',). Регион, из которого совершилась покупка: San Antonio: TX
Пользователь: Brown Mr. John Greer, женского пола, ('61',) лет совершила покупку на ('1282',) y.e.с планшетного браузера ('Opera',). Регион, из которого совершилась покупка: San Jose: CA
Пользователь: James Mr. Michael Carter, женского пола, ('20',) лет совершила покупку на ('1521',) y.e.с планшетного браузера ('Firefox',). Регион, из которого совершилась покупка: Los Angeles: CA
Пользователь: Griffin Mr. Clayton Cabrera, женского пола, ('64',) лет совершила покупку на ('1201',) y.e.с планшетного браузера ('Chrome',). Регион, из которого совершилась покупка: Houston: TX
Пользователь: Vasquez Miss. Rachel Elliott, женского пола, ('32',) лет совершила покупку на ('433',) y.e.с планшетного браузера ('Edge',). Регион, из которого совершилась покупка: St Louis: MO
Пользователь: Davis Miss. Ann Gonzalez, женского пола, ('28',) лет совершила покупку на ('1756',) y.e.с планшетного браузера ('Opera',). Регион, из которого совершилась покупка: Chicago: IL
Пользователь: Cochran Miss. Yolanda Wood, женского пола, ('34',) лет совершила покупку на ('1249',) y.e.с планшетного браузера ('Opera',). Регион, из которого совершилась покупка: San Diego: CA
Пользователь: West Mr. Jeffrey Maldonado, женского пола, ('45',) лет совершила покупку на ('1515',) y.e.с планшетного браузера ('Opera',). Регион, из которого совершилась покупка: San Jose: CA
Пользователь: Brown Mr. Charles Pace, женского пола, ('18',) лет совершила покупку на ('1375',) y.e.с планшетного браузера ('Opera',). Регион, из которого совершилась покупка: San Jose: CA
Пользователь: Morrison Miss. Theresa Ray, женского пола, ('39',) лет совершила покупку на ('1773',) y.e.с планшетного браузера ('Firefox',). Регион, из которого совершилась покупка: New York: NY
Пользователь: Perez Miss. Mary Morales, женского пола, ('67',) лет совершила покупку на ('254',) y.e.с планшетного браузера ('Firefox',). Регион, из которого совершилась покупка: Houston: TX
Пользователь: Foster Miss. Tammy Frost, женского пола, ('56',) лет совершила покупку на ('516',) y.e.с планшетного браузера ('Chrome',). Регион, из которого совершилась покупка: Dallas: TX
Пользователь: Larsen Miss. Carrie Berger, женского пола, ('42',) лет совершила покупку на ('1224',) y.e.с планшетного браузера ('Firefox',). Регион, из которого совершилась покупка: Los Angeles: CA
Пользователь: Meadows Mr. Jesus Nelson, женского пола, ('30',) лет совершила покупку на ('253',) y.e.с планшетного браузера ('Safari',). Регион, из которого совершилась покупка: Houston: TX
Пользователь: Singleton Miss. Mary Mayer, женского пола, ('19',) лет совершила покупку на ('1357',) y.e.с планшетного браузера ('Firefox',). Регион, из которого совершилась покупка: San Diego: CA
Пользователь: Coleman Mr. Cory Smith, женского пола, ('64',) лет совершила покупку на ('1887',) y.e.с планшетного браузера ('Edge',). Регион, из которого совершилась покупка: San Antonio: TX
Пользователь: Kelly Miss. Sara Wilson, женского пола, ('31',) лет совершила покупку на ('1407',) y.e.с планшетного браузера ('Opera',). Регион, из которого совершилась покупка: New York: NY
Пользователь: Burke Mr. Mathew Flores, женского пола, ('23',) лет совершила покупку на ('1885',) y.e.с планшетного браузера ('Opera',). Регион, из которого совершилась покупка: San Jose: CA
Пользователь: Price Miss. Kathryn Finley, женского пола, ('58',) лет совершила покупку на ('812',) y.e.с планшетного браузера ('Chrome',). Регион, из которого совершилась покупка: St Louis: MO
Пользователь: Walton Miss. Shelby Aguilar, женского пола, ('29',) лет совершила покупку на ('593',) y.e.с планшетного браузера ('Chrome',). Регион, из которого совершилась покупка: Chicago: IL
Пользователь: Reyes Miss. Kimberly Richards, женского пола, ('55',) лет совершила покупку на ('145',) y.e.с планшетного браузера ('Opera',). Регион, из которого совершилась покупка: San Antonio: TX
Пользователь: Lawson Miss. Amy Frank, женского пола, ('50',) лет совершила покупку на ('1252',) y.e.с планшетного браузера ('Chrome',). Регион, из которого совершилась покупка: New York: NY
Пользователь: Martinez Mr. Bernard Robbins, женского пола, ('32',) лет совершила покупку на ('1385',) y.e.с планшетного браузера ('Firefox',). Регион, из которого совершилась покупка: St Louis: MO
Пользователь: Lane Mr. Thomas Potter, женского пола, ('61',) лет совершила покупку на ('964',) y.e.с планшетного браузера ('Safari',). Регион, из которого совершилась покупка: Los Angeles: CA
Пользователь: Mitchell Mr. Jimmy Brown, женского пола, ('50',) лет совершила покупку на ('748',) y.e.с планшетного браузера ('Firefox',). Регион, из которого совершилась покупка: Phoenix: AZ
Пользователь: Nolan Mr. Spencer Glenn, женского пола, ('39',) лет совершила покупку на ('1448',) y.e.с планшетного браузера ('Edge',). Регион, из которого совершилась покупка: Chicago: IL
Пользователь: Fleming Mr. Michael Haynes, женского пола, ('63',) лет совершила покупку на ('1933',) y.e.с планшетного браузера ('Chrome',). Регион, из которого совершилась покупка: San Diego: CA
Пользователь: Rocha Miss. Nancy Duffy, женского пола, ('47',) лет совершила покупку на ('805',) y.e.с планшетного браузера ('Firefox',). Регион, из которого совершилась покупка: Houston: TX
Пользователь: Moore Mr. Jeremiah Bates, женского пола, ('34',) лет совершила покупку на ('1287',) y.e.с планшетного браузера ('Safari',). Регион, из которого совершилась покупка: San Jose: CA
Пользователь: Moody Miss. Ana Serrano, женского пола, ('27',) лет совершила покупку на ('839',) y.e.с планшетного браузера ('Firefox',). Регион, из которого совершилась покупка: San Jose: CA
Пользователь: Wilkinson Miss. Kristina Ortiz, женского пола, ('60',) лет совершила покупку на ('843',) y.e.с планшетного браузера ('Chrome',). Регион, из которого совершилась покупка: Houston: TX
Пользователь: Fox Mr. Joseph Bryant, женского пола, ('43',) лет совершила покупку на ('992',) y.e.с планшетного браузера ('Safari',). Регион, из которого совершилась покупка: Houston: TX
Пользователь: Ramirez Mr. Daniel Webb, женского пола, ('55',) лет совершила покупку на ('1323',) y.e.с планшетного браузера ('Edge',). Регион, из которого совершилась покупка: San Diego: CA
Пользователь: Rhodes Mr. Robert Davis, женского пола, ('60',) лет совершила покупку на ('1252',) y.e.с планшетного браузера ('Chrome',). Регион, из которого совершилась покупка: Houston: TX
Пользователь: Oconnor Miss. Anna Bowen, женского пола, ('34',) лет совершила покупку на ('948',) y.e.с планшетного браузера ('Edge',). Регион, из которого совершилась покупка: New York: NY
Пользователь: Taylor Mr. Scott Robinson, женского пола, ('70',) лет совершила покупку на ('869',) y.e.с планшетного браузера ('Opera',). Регион, из которого совершилась покупка: Los Angeles: CA
Пользователь: Fischer Mr. Casey Harris, женского пола, ('39',) лет совершила покупку на ('1484',) y.e.с планшетного браузера ('Firefox',). Регион, из которого совершилась покупка: Houston: TX
Пользователь: Guzman Mr. Austin Nelson, женского пола, ('59',) лет совершила покупку на ('750',) y.e.с планшетного браузера ('Safari',). Регион, из которого совершилась покупка: Chicago: IL
Пользователь: Wood Miss. Kristin Hall, женского пола, ('54',) лет совершила покупку на ('914',) y.e.с планшетного браузера ('Chrome',). Регион, из которого совершилась покупка: Chicago: IL
Пользователь: Hamilton Miss. Margaret Coleman, женского пола, ('35',) лет совершила покупку на ('1216',) y.e.с планшетного браузера ('Edge',). Регион, из которого совершилась покупка: St Louis: MO
Пользователь: Wilson Mr. Dennis Wise, женского пола, ('51',) лет совершила покупку на ('113',) y.e.с планшетного браузера ('Firefox',). Регион, из которого совершилась покупка: Los Angeles: CA
Пользователь: Aguilar Mr. Tyler Castillo, женского пола, ('43',) лет совершила покупку на ('237',) y.e.с планшетного браузера ('Firefox',). Регион, из которого совершилась покупка: San Diego: CA
Пользователь: James Mr. John Pace, женского пола, ('64',) лет совершила покупку на ('1728',) y.e.с планшетного браузера ('Firefox',). Регион, из которого совершилась покупка: St Louis: MO
Пользователь: Patel Mr. Samuel Shaffer, женского пола, ('42',) лет совершила покупку на ('571',) y.e.с планшетного браузера ('Edge',). Регион, из которого совершилась покупка: San Jose: CA
Пользователь: Farmer Miss. Sheila Davis, женского пола, ('59',) лет совершила покупку на ('718',) y.e.с планшетного браузера ('Edge',). Регион, из которого совершилась покупка: New York: NY
Пользователь: Green Mr. Darrell Garcia, женского пола, ('69',) лет совершила покупку на ('1151',) y.e.с планшетного браузера ('Firefox',). Регион, из которого совершилась покупка: San Antonio: TX
Пользователь: Jensen Miss. Jodi Johnson, женского пола, ('56',) лет совершила покупку на ('1990',) y.e.с планшетного браузера ('Safari',). Регион, из которого совершилась покупка: San Jose: CA
Пользователь: Jimenez Mr. Austin Franklin, женского пола, ('33',) лет совершила покупку на ('1073',) y.e.с планшетного браузера ('Chrome',). Регион, из которого совершилась покупка: St Louis: MO
Пользователь: Lee Mr. Wyatt Johnson, женского пола, ('21',) лет совершила покупку на ('1444',) y.e.с планшетного браузера ('Edge',). Регион, из которого совершилась покупка: Dallas: TX
Пользователь: Walker Miss. Nicole Ferrell, женского пола, ('61',) лет совершила покупку на ('515',) y.e.с планшетного браузера ('Safari',). Регион, из которого совершилась покупка: St Louis: MO
Пользователь: Snyder Mr. Christopher Garcia, женского пола, ('42',) лет совершила покупку на ('939',) y.e.с планшетного браузера ('Safari',). Регион, из которого совершилась покупка: Dallas: TX
Пользователь: Warren Mr. Charles Knapp, женского пола, ('65',) лет совершила покупку на ('574',) y.e.с планшетного браузера ('Opera',). Регион, из которого совершилась покупка: Los Angeles: CA
Пользователь: Fields Miss. Maureen Curtis, женского пола, ('36',) лет совершила покупку на ('303',) y.e.с планшетного браузера ('Chrome',). Регион, из которого совершилась покупка: Dallas: TX
Пользователь: Jones Mr. Jerry Goodman, женского пола, ('54',) лет совершила покупку на ('1321',) y.e.с планшетного браузера ('Chrome',). Регион, из которого совершилась покупка: Phoenix: AZ
Пользователь: Kelley Mr. Joshua Rogers, женского пола, ('44',) лет совершила покупку на ('268',) y.e.с планшетного браузера ('Firefox',). Регион, из которого совершилась покупка: Chicago: IL
Пользователь: Wade Mr. Thomas Guzman, женского пола, ('59',) лет совершила покупку на ('1806',) y.e.с планшетного браузера ('Opera',). Регион, из которого совершилась покупка: Los Angeles: CA
Пользователь: Phillips Mr. David Lee, женского пола, ('57',) лет совершила покупку на ('215',) y.e.с планшетного браузера ('Chrome',). Регион, из которого совершилась покупка: St Louis: MO
Пользователь: Nolan Mr. Randy Jones, женского пола, ('27',) лет совершила покупку на ('1765',) y.e.с планшетного браузера ('Opera',). Регион, из которого совершилась покупка: Phoenix: AZ
Пользователь: Mullins Miss. Joanne Stone, женского пола, ('22',) лет совершила покупку на ('254',) y.e.с планшетного браузера ('Edge',). Регион, из которого совершилась покупка: San Jose: CA
Пользователь: Moore Mr. Brian Phillips, женского пола, ('25',) лет совершила покупку на ('752',) y.e.с планшетного браузера ('Chrome',). Регион, из которого совершилась покупка: Phoenix: AZ
Пользователь: Henderson Mr. Richard Bowman, женского пола, ('33',) лет совершила покупку на ('1403',) y.e.с планшетного браузера ('Chrome',). Регион, из которого совершилась покупка: San Jose: CA
Пользователь: Johnson Mr. Kevin Bennett, женского пола, ('32',) лет совершила покупку на ('467',) y.e.с планшетного браузера ('Opera',). Регион, из которого совершилась покупка: St Louis: MO
Пользователь: Alexander Mr. Brian Buckley, женского пола, ('50',) лет совершила покупку на ('1702',) y.e.с планшетного браузера ('Opera',). Регион, из которого совершилась покупка: New York: NY
Пользователь: Ruiz Mr. David Smith, женского пола, ('34',) лет совершила покупку на ('1015',) y.e.с планшетного браузера ('Safari',). Регион, из которого совершилась покупка: San Diego: CA
Пользователь: Vaughn Miss. Sarah Rogers, женского пола, ('62',) лет совершила покупку на ('1608',) y.e.с планшетного браузера ('Firefox',). Регион, из которого совершилась покупка: Phoenix: AZ
Пользователь: Morales Miss. Tamara Davis, женского пола, ('70',) лет совершила покупку на ('1557',) y.e.с планшетного браузера ('Chrome',). Регион, из которого совершилась покупка: San Diego: CA
Пользователь: Benton Mr. Lee Huang, женского пола, ('48',) лет совершила покупку на ('1840',) y.e.с планшетного браузера ('Safari',). Регион, из которого совершилась покупка: Philadelphia: PA
Пользователь: Baker Miss. Deborah Chang, женского пола, ('69',) лет совершила покупку на ('940',) y.e.с планшетного браузера ('Safari',). Регион, из которого совершилась покупка: San Antonio: TX
Пользователь: Brown Miss. Chelsey Rodriguez, женского пола, ('40',) лет совершила покупку на ('1510',) y.e.с планшетного браузера ('Opera',). Регион, из которого совершилась покупка: Chicago: IL
Пользователь: Garrett Miss. Christina Lambert, женского пола, ('59',) лет совершила покупку на ('656',) y.e.с планшетного браузера ('Edge',). Регион, из которого совершилась покупка: San Antonio: TX
Пользователь: Decker Miss. April Fowler, женского пола, ('45',) лет совершила покупку на ('1699',) y.e.с планшетного браузера ('Chrome',). Регион, из которого совершилась покупка: San Antonio: TX
Пользователь: Stokes Miss. Katie Brown, женского пола, ('48',) лет совершила покупку на ('993',) y.e.с планшетного браузера ('Edge',). Регион, из которого совершилась покупка: Phoenix: AZ
Пользователь: Everett Mr. Robert Ortiz, женского пола, ('41',) лет совершила покупку на ('313',) y.e.с планшетного браузера ('Chrome',). Регион, из которого совершилась покупка: Houston: TX
Пользователь: Jones Mr. Andrew Kelly, женского пола, ('59',) лет совершила покупку на ('485',) y.e.с планшетного браузера ('Opera',). Регион, из которого совершилась покупка: Los Angeles: CA
Пользователь: Hammond Miss. Terri Hanna, женского пола, ('56',) лет совершила покупку на ('1301',) y.e.с планшетного браузера ('Opera',). Регион, из которого совершилась покупка: Los Angeles: CA
Пользователь: Weber Miss. Amy Oneal, женского пола, ('29',) лет совершила покупку на ('454',) y.e.с планшетного браузера ('Safari',). Регион, из которого совершилась покупка: Chicago: IL
Пользователь: Dunn Mr. Preston Houston, женского пола, ('54',) лет совершила покупку на ('286',) y.e.с планшетного браузера ('Chrome',). Регион, из которого совершилась покупка: Houston: TX
Пользователь: Smith Mr. James Gamble, женского пола, ('58',) лет совершила покупку на ('1614',) y.e.с планшетного браузера ('Safari',). Регион, из которого совершилась покупка: Los Angeles: CA
Пользователь: Coleman Miss. Dana Jacobs, женского пола, ('63',) лет совершила покупку на ('732',) y.e.с планшетного браузера ('Edge',). Регион, из которого совершилась покупка: San Diego: CA
Пользователь: Beard Miss. Denise Cabrera, женского пола, ('25',) лет совершила покупку на ('1199',) y.e.с планшетного браузера ('Chrome',). Регион, из которого совершилась покупка: San Jose: CA
Пользователь: Harris Mr. Nathan Hunt, женского пола, ('40',) лет совершила покупку на ('1491',) y.e.с планшетного браузера ('Firefox',). Регион, из которого совершилась покупка: New York: NY
Пользователь: Oneal Mr. Michael Thomas, женского пола, ('70',) лет совершила покупку на ('631',) y.e.с планшетного браузера ('Opera',). Регион, из которого совершилась покупка: Dallas: TX
Пользователь: Gamble Miss. Allison Hall, женского пола, ('18',) лет совершила покупку на ('1223',) y.e.с планшетного браузера ('Opera',). Регион, из которого совершилась покупка: San Diego: CA
Пользователь: Hansen Miss. Kathleen Figueroa, женского пола, ('64',) лет совершила покупку на ('1185',) y.e.с планшетного браузера ('Opera',). Регион, из которого совершилась покупка: Houston: TX
Пользователь: Warren Miss. Hannah Sawyer, женского пола, ('58',) лет совершила покупку на ('1641',) y.e.с планшетного браузера ('Edge',). Регион, из которого совершилась покупка: San Jose: CA
Пользователь: Walsh Mr. Mark Woodard, женского пола, ('52',) лет совершила покупку на ('1659',) y.e.с планшетного браузера ('Edge',). Регион, из которого совершилась покупка: Houston: TX
Пользователь: Orozco Miss. Kelly Martin, женского пола, ('48',) лет совершила покупку на ('1755',) y.e.с планшетного браузера ('Firefox',). Регион, из которого совершилась покупка: Phoenix: AZ
Пользователь: Cook Mr. Barry Young, женского пола, ('18',) лет совершила покупку на ('1024',) y.e.с планшетного браузера ('Safari',). Регион, из которого совершилась покупка: San Diego: CA
Пользователь: Washington Mr. Daniel Williams, женского пола, ('34',) лет совершила покупку на ('855',) y.e.с планшетного браузера ('Firefox',). Регион, из которого совершилась покупка: Phoenix: AZ
Пользователь: Ellis Miss. Vickie Smith, женского пола, ('26',) лет совершила покупку на ('228',) y.e.с планшетного браузера ('Edge',). Регион, из которого совершилась покупка: San Antonio: TX
Пользователь: Garcia Mr. Thomas Shaffer, женского пола, ('42',) лет совершила покупку на ('317',) y.e.с планшетного браузера ('Firefox',). Регион, из которого совершилась покупка: St Louis: MO
Пользователь: Suarez Mr. Christopher Vasquez, женского пола, ('32',) лет совершила покупку на ('1318',) y.e.с планшетного браузера ('Chrome',). Регион, из которого совершилась покупка: Philadelphia: PA
Пользователь: Cunningham Mr. Todd Flores, женского пола, ('42',) лет совершила покупку на ('1222',) y.e.с планшетного браузера ('Edge',). Регион, из которого совершилась покупка: San Jose: CA
Пользователь: Medina Mr. Kelly Bailey, женского пола, ('62',) лет совершила покупку на ('1090',) y.e.с планшетного браузера ('Chrome',). Регион, из которого совершилась покупка: New York: NY
Пользователь: Castillo Mr. Jose Hall, женского пола, ('31',) лет совершила покупку на ('859',) y.e.с планшетного браузера ('Opera',). Регион, из которого совершилась покупка: Dallas: TX
Пользователь: Frederick Miss. Andrea Meyer, женского пола, ('56',) лет совершила покупку на ('1227',) y.e.с планшетного браузера ('Edge',). Регион, из которого совершилась покупка: New York: NY
Пользователь: Payne Miss. Mary Casey, женского пола, ('24',) лет совершила покупку на ('1840',) y.e.с планшетного браузера ('Chrome',). Регион, из которого совершилась покупка: Chicago: IL
Пользователь: Kemp Miss. Amber Newton, женского пола, ('44',) лет совершила покупку на ('1579',) y.e.с планшетного браузера ('Firefox',). Регион, из которого совершилась покупка: St Louis: MO
Пользователь: Vazquez Mr. Bradley Mccoy, женского пола, ('52',) лет совершила покупку на ('1532',) y.e.с планшетного браузера ('Safari',). Регион, из которого совершилась покупка: San Antonio: TX
Пользователь: Williams Miss. Taylor Key, женского пола, ('45',) лет совершила покупку на ('619',) y.e.с планшетного браузера ('Opera',). Регион, из которого совершилась покупка: New York: NY
Пользователь: Johnson Mr. Brian Powell, женского пола, ('64',) лет совершила покупку на ('1708',) y.e.с планшетного браузера ('Opera',). Регион, из которого совершилась покупка: Philadelphia: PA
